Gene.refGene,Z_score
NTN5,0.190820255
PVRL3,-0.009781152
ADAM20,0.179689665
GPR87,0.018143945
TMEM199,-0.024418746
ZNF30,0.152857835
SMR3B,0.017559289
ZNF770,-0.066922515
TRPC4AP,-0.145352364
AGAP1,0.162535491
C2orf28,-0.20648914
FREM1,0.123703593
TBC1D29,0.055275918
LAMA4,-0.002304724
ADPRHL2,-0.175814939
EIF4G2,-0.107396369
MIR133A2,0.098882465
ZNF385A,0.142949231
RPF1,-0.087768645
GUCA1A,0.225605355
CTNNA2,0.133669241
NUDT15,0.025657736
CEPT1,-0.148788837
ZNFX1,-0.188271183
KCNK5,0.040191113
CCDC92,-0.107905369
TDRD1,0.150783938
ETNK1,0.039727964
LTA,0.051580562
TTPA,0.121023879
B3GALNT2,-0.060030728
PEX5L,0.176088918
EPS15L1,-0.065520417
MGEA5,0.016995416
HIST1H3A,0.077663545
EBLN2,0.031513882
ING1,0.04635208
BCAT1,0.152142442
KBTBD12,0.064633345
KLK11,0.039176123
ARL17A,0.110190664
DNER,0.110250198
ETV6,-0.007948094
TMSB4X,-0.198563577
CHAC2,0.03730588
CD300E,0.088786341
CEBPB,-0.218087686
ZNF398,0.030372093
LRCH3,0.05231557
MIR873,0.076627716
HMGA1,-0.053377748
CAPN7,0.128841567
NANOS1,-0.043543106
ZFYVE19,0.052212905
APITD1,-0.013629187
SERPINI2,0.017240323
IRAK4,-0.004764873
PARD3,-0.049288919
SNORA4,0.060680868
MLPH,0.021196974
MYOM3,0.080544114
NRG1,0.08559982
DCAF12L1,0.122043908
TTK,0.034590235
ZNF557,0.019256898
FANK1,0.070187931
OR2L3,0.05544957
UBE2D2,-0.115109853
PSMB10,-0.112594389
ZBTB49,0.135531061
MYH7B,0.124342893
GABARAPL2,-0.045103536
DGCR2,-0.193606416
UNC45A,-0.201396633
VSIG10,-0.037364971
C6orf72,-0.16626443
ZNF683,0.063186346
CASK,0.077708498
GIT2,-0.130400943
NCAPG,0.161059881
FAM155B,0.048372031
TIFA,-0.079144026
UTP11L,-0.09582155
FDPS,-0.221419739
DUSP9,0.063939906
ZNF658,0.060681365
SLC17A8,0.167041801
OR51G1,-0.035285086
NANS,-0.185343038
OLFML1,-0.169463632
ATP10B,0.145723992
NPAS3,0.108103655
PRKCA,0.072415076
GGA2,0.086654782
LCE4A,0.08467058
CCDC115,-0.171423196
EVPLL,0.048588591
SDCCAG3,-0.154853272
TTC1,-0.124113091
GLIPR1L1,0.032402645
KHDC1,0.135150641
HIPK1,0.085148537
MAD2L2,-0.230744436
LRRC3B,0.091456111
KRTAP19-3,0.075100045
FMN2,0.1437675
TUBB1,0.054108009
WAPAL,0.017554331
SCN5A,0.104719538
SMYD1,0.016244599
ZNF192,0.022081788
SEC22A,0.086775729
GRIA2,0.139708504
NUSAP1,0.065733668
LANCL1,-0.064491647
C15orf40,0.011217472
ZNF645,0.064532605
GPR61,0.125150227
NLRP14,0.13943556
SNX21,0.007223963
C1QTNF8,0.054307842
IFNA8,0.135478583
SPRR1B,0.05760035
SNX17,-0.095410331
FLRT1,0.104314541
ASB2,-0.11018808
JOSD2,-0.02874412
RPRML,0.072094519
PLSCR3,-0.100040623
SPOCD1,0.069530424
GHRH,0.102368038
SMCR8,0.014699748
IL11RA,-0.148423424
RPS6KB1,0.053092896
GDF3,0.0435558
DNAJC19,-0.085198388
SPANXE,0.033912909
TOP1,-0.11635547
RNF169,-0.01418042
CRCT1,0.049608274
MPST,-0.205969133
DPM2,-0.041718958
SLC18A1,0.130168304
FARP1,-0.073931136
DPY30,-0.2163977
PAX7,0.155004499
TUBD1,0.020854439
GNL3,-0.095742225
ATF6B,-0.16481442
BTG2,-0.078636501
NDUFS6,-0.114345089
ERAL1,-0.107376967
ECHS1,-0.187950973
VPS4A,-0.155683598
CYP11A1,0.073919095
ABCC6,0.114048172
PBX4,0.021213873
NCF4,-0.121496734
HYMAI,0.023164844
NAGPA,0.01335261
OTOP2,0.077052998
ACOT12,0.102720144
MTHFD2L,0.022546891
RAB1B,-0.219300236
NTRK1,0.152336354
MSL1,-0.048027385
OR13C2,0.077501544
SLC6A11,0.107322842
NAP1L2,0.071743193
EPB41L4B,0.055572036
CNGB1,0.257388987
FAM134B,-0.130252398
HS3ST3A1,0.182638966
CPXM2,-0.090091968
SIRPB2,-0.062223248
CHORDC1,0.039272588
TRIB3,0.06430842
SLC2A5,-0.015171718
C2orf49,-0.055600328
DDX5,-0.103603286
OR5L1,0.16631525
ANAPC4,0.109877058
ZSWIM1,-0.025495595
LOC93622,-0.124516147
TMX4,-0.060549934
KCNK3,-0.06363594
ZFP161,0.038790952
CAPNS2,-0.006088872
AQP9,-0.010616476
SLC15A2,0.094338211
MMS22L,0.093315756
MREG,0.141957165
OR9I1,0.001503463
PDLIM2,-0.106926439
ADAM7,0.090232939
GSTCD,0.067847769
SLC12A8,0.095337421
TMEM174,0.11267835
LRRN1,0.002796276
IGSF3,0.077258071
SRPK1,0.024123671
SNORD37,0.030172357
LY6K,0.065818832
PTCD3,0.062662647
NFIA,-0.018410582
LEP,-0.012817209
MAPKAPK2,-0.127800528
TP53AIP1,0.056764741
UFSP1,0.05313666
LHFPL2,-0.093456535
NMNAT1,-0.089062354
DIP2A,0.15146074
ACTR8,-0.137302052
CCDC34,0.091785301
PTPN22,0.028654923
FAM129C,0.07333136
ITGA3,-0.040785892
RABGGTA,-0.128956703
UNC45B,0.047933809
KIAA1033,-0.05886027
ZNF510,0.113590748
SLC26A10,0.126276229
STX8,-0.127070808
LUZP1,-0.052783576
WDR89,0.161142991
EIF4G3,0.085767466
C5AR1,-0.086570214
ZNF623,-0.048596832
A2M,-0.138235458
CDK20,0.083070417
PHLDB3,-0.015796912
TGM7,0.227228729
GRPEL1,-0.130502731
LMNB2,-0.102306022
ROCK2,0.054506861
SNX16,0.05783123
ANXA3,-0.123875599
KIAA1609,0.100891971
EED,0.001168275
RNF32,0.065897142
ATL2,-0.067745661
HES1,-0.0643299
TXNDC8,-0.046423434
CLC,0.034161642
ISL1,0.152988404
KIAA0528,0.145044466
MANEA,-0.029273516
C1orf61,0.171967639
KRTAP10-4,0.071807398
RAPGEF6,0.122408003
KIAA0020,-0.018720065
NEIL1,-0.021541145
C16orf45,0.02720096
RBM10,-0.089788276
C10orf125,-0.107113027
DNAH17,0.178599615
C19orf10,-0.186408474
MFF,-0.072843093
SLFN12,-0.001146386
EXOC3,-0.242099939
HIST3H3,0.06099815
NCOR2,-0.012012246
TNFRSF9,0.109540633
MFSD8,0.082883667
ALX1,0.099960234
PODN,-0.103446362
TIAL1,0.021284943
HIST1H1E,-0.015223906
NPY6R,0.013996724
TM4SF4,0.05650541
CORO2A,0.009440142
ZNF385B,0.238414275
ETNK2,-0.079663672
APOE,-0.138001218
LOC283299,0.227118464
ANGPT4,0.055629875
ST8SIA4,0.003942833
F2RL1,0.000705661
FAM19A4,0.129810917
CCAR1,0.027852494
B3GNT7,0.044826021
C17orf99,-0.00132881
KLHL36,-0.027396822
OPHN1,0.021196633
DSCR6,0.128559771
MIR1225,0.051060763
BANF2,0.072628531
GAS2L1,-0.148892492
RFX3,0.143561805
COPS4,-0.002748855
BCHE,0.018892751
BCL2,-0.064633645
HBZ,0.068131533
ARL13B,0.189439451
MYO15B,0.088832054
SPZ1,0.108217416
KIAA1324,0.062477964
PLCL2,-0.088969853
C4orf29,0.019401116
WDFY2,0.120494808
DUSP5,0.028896118
NAALADL1,0.057464267
SLMO1,0.114788144
TNXB,-0.012648051
A4GALT,-0.186817352
BIRC7,0.127726628
TIMM22,-0.183342683
TOMM34,-0.14813222
ADAM32,0.226010312
SEC1,0.113755755
CRHBP,-0.015279808
POLR2J4,0.146107974
AQP2,0.017505721
ZNF187,-0.002159381
F7,0.00818215
CNOT1,0.041291921
SLC13A4,0.092608262
ZBTB11,-0.026607332
B3GALT5,0.116662427
EXOC2,0.056767504
IRS1,0.095753562
PRR22,0.039780148
HSF2,0.057662817
SAMM50,-0.153990829
CDC42EP3,-0.040290881
MRPL34,-0.113219986
TSPAN7,0.046940965
MFN2,-0.123445741
RHOH,-0.087691552
TACR1,0.076708289
SNX25,0.063406567
RHBDF1,-0.064925954
PCDH18,-0.063395568
MYO5C,0.060652061
MAPK10,0.015406657
LDHAL6A,0.141066552
NUDT12,0.016558043
NCAM1,0.114345504
KRT71,0.073382263
GLIS2,-0.000376786
DAPP1,-0.033323553
ATF7,-0.082297433
KIAA0748,0.088823361
NFIL3,-0.101444734
TM6SF1,-0.061888793
C8orf77,0.128103971
SEZ6,0.203463279
DNAJA3,-0.06842229
CLDN6,0.127684435
CIITA,0.073658506
EPHA4,-0.021851521
FANCC,0.100716427
CMTM3,-0.039524889
MRPL15,-0.048404039
C21orf59,-0.035856732
PLCXD2,0.136656133
KRT222,0.116729591
UBE2L6,-0.24344202
MED14,0.082062505
HP1BP3,-0.151477106
ENHO,0.009139351
TPBG,-0.029336719
OSR2,-0.039338275
KLHL7,-0.110448438
XPC,-0.186261645
CCR3,0.063870705
AGTPBP1,0.142618105
NOP58,-0.038161881
PCSK6,0.022683812
STAT5A,-0.148475659
LONRF2,0.109053247
PTPN2,0.024792882
TUBA3E,0.091792715
SF3A3,-0.065837445
HCFC1,0.035055949
SLC3A1,0.039924796
AHNAK,-0.139971698
ACTR5,0.003142308
KIF14,0.136114454
TENC1,-0.152749266
YIPF2,-0.029452365
MYEOV2,-0.203998076
DUSP18,0.033864121
AHR,-0.097589913
C17orf53,0.17095652
PTPRH,0.084929702
ATP6V1C1,-0.009591863
TAS2R3,0.122061702
COQ10B,-0.135870618
SORBS2,0.117766859
PSMF1,-0.156765215
NFE2L2,-0.18936541
SH3PXD2A,-0.004947025
SPINK5,0.045710425
SH2D2A,0.022626759
LOC387646,0.092616482
CYP4A22,0.109317894
MRPS24,-0.199505582
OPA3,0.069248637
TRAF7,-0.012945692
MT1G,-0.042751598
MAGOHB,-0.02692427
HS1BP3,-0.101424318
OR2B2,0.031218019
CHRM4,0.046068917
SFRP2,-0.143825355
RIC3,0.172731027
ART1,-0.018978311
C6orf1,-0.088718715
DUS4L,0.159223572
TNFAIP6,-0.002610591
MIR604,0.011268505
RTEL1,0.150143151
CCT4,-0.16515318
ZNF709,0.077086374
CHMP6,-0.112977622
UPP2,0.218013529
NDUFA13,-0.122600712
CD151,-0.202040985
CYP19A1,0.018726083
TOMM20L,0.053326229
ARFRP1,-0.143230601
MRPL41,-0.206750204
CRYBA1,0.051395127
NPFFR2,0.071641454
KIF25,0.107938992
HRH2,-0.076993477
SNORA74A,0.076616949
SCAMP3,-0.163492057
MTG1,-0.063224467
MTMR6,0.021220519
UBTD1,0.025092102
CRABP1,0.197727519
GPR158,0.113250885
PACSIN3,-0.122631833
OMD,-0.045941191
CATSPER1,0.12355177
HOXB8,-0.032968564
FBXO46,0.060113425
SVIL,-0.021529961
OAS1,-0.148742562
PHB2,-0.148769666
ADCY3,-0.107602861
NDRG2,-0.174084834
ERMAP,-0.003212814
APBA2,0.062552562
IGSF9,0.235298064
WNT6,0.068485099
PLK1S1,-0.051855852
MYCBPAP,0.042747049
ATP2B2,0.146076623
NECAB2,0.06286737
CPVL,-0.166366972
TRAM2,-0.045161048
ZNRF4,0.083013981
TLK1,0.073085484
MTMR12,-0.026221827
OR52K1,0.124660247
ZNF384,-0.101503525
FAM177A1,-0.17013571
FAM9B,0.128075648
RPN1,-0.17747528
PMVK,-0.200604806
FAM160B1,-0.116956536
EIF3D,-0.189169394
SIX2,0.082344799
HPS1,-0.066927195
RNF7,-0.100543398
PSKH2,0.165069727
KCTD13,-0.078331319
CSMD3,0.179184478
KLHL28,0.116744605
FBF1,0.054074187
IL8,0.004517197
SERPINB13,0.105568203
FBXL20,0.142603592
SLC38A9,0.082066207
SH2B1,0.034662867
RAB20,-0.094570886
RBM7,-0.173697387
POLR1A,0.08338558
TMPRSS4,0.042008104
TAF9,-0.152733314
TERF2,-0.102933705
TNFRSF1A,-0.277035218
AKAP2,-0.133168968
ACADVL,-0.139480108
GTF2H5,0.080202308
ZBTB8OS,-0.073212982
MIR17HG,0.048836646
SDR16C5,0.038337681
HAUS4,-0.188302012
ZNF710,-0.135499886
GPR174,-0.023775207
EMR2,0.095287519
ATP6V0A2,-0.012407217
KIAA0319L,0.069929424
XKRX,0.02612111
DOPEY2,0.081971473
SDHD,-0.101195666
SUMF1,-0.081987366
OSM,-0.03219369
OPN3,-0.051058752
DAGLB,-0.132041412
PPFIBP1,-0.151609324
TRIM63,-0.040027817
LYPD3,-0.018148587
C10orf53,0.180590647
AGER,-0.03115846
TCF19,-0.053190369
SAT2,-0.135059405
KIAA0753,0.054440915
GABRE,0.070659174
C15orf38,-0.179314191
FIS1,-0.211729205
KCNV2,0.221888867
IGLL5,-0.171287053
CLPS,0.094209103
PPCDC,-0.005018697
NT5E,0.149769481
FOXN2,-0.076766171
CD83,-0.07847265
IL18,-0.02744273
LOC100128398,0.027435584
IGFBP2,-0.166021308
NOTCH2,-0.053816582
SIGLEC1,0.019741958
SULF2,-0.1139464
CD93,-0.133125906
CEP164,0.179660151
TOR2A,-0.048507975
ZNF136,0.009480511
MGP,-0.188239412
TRPC1,0.112828959
CCDC144A,0.09075179
LCN9,0.12623587
MAPK7,-0.160596581
RRAGC,-0.033419958
PARD6A,0.073343345
NUB1,-0.151202479
SYNGR4,0.09750837
WIF1,0.20941811
GCH1,-0.037641577
OR11H4,0.122129215
SLC44A5,0.181043004
CPA4,0.129447489
MELK,0.04813438
IL15RA,-0.151357996
HMBOX1,0.145131577
CUL3,0.052913088
PODXL,0.171115005
CCT6B,0.047906548
COMTD1,0.111253498
MUC20,0.046596336
SPINT4,0.123219732
GPX2,-0.043202437
ITK,0.059264854
PCDHA12,0.075056816
FBXL5,-0.103505953
DEFA5,0.057388227
LOC100302650,0.143554383
TRHDE,0.119727338
UQCRQ,-0.105719197
ITGB2,-0.14849493
CSRP2BP,-0.120014431
PHPT1,-0.21037856
KAT5,-0.039453285
LOC652276,0.135434831
ERH,-0.096081538
MORC1,0.121640901
PARVB,-0.082373947
LAMA1,0.147327322
GIMAP6,-0.107034151
AREG,0.009847713
LIPT1,-0.007748042
GRIN2A,0.112201543
NSUN5,0.001162448
MAN2C1,-0.003553158
SF3B5,-0.188007693
ZNF713,0.063502827
TRMT2B,-0.047020853
PIP5K1P1,0.148371893
MYC,-0.224313181
NRXN1,0.109961915
ZNF18,-0.024217833
SPDYA,0.062361236
SLC37A1,0.117387692
DECR2,-0.037099129
SPTLC3,-0.0416499
SUPT16H,-0.086593293
ULBP1,0.102323813
DTWD2,0.195017168
AGBL1,0.121550962
OIP5,0.081479963
IL10RB,-0.160739341
C1orf180,0.094575384
OTUB2,0.167775018
ARHGAP10,0.057632642
VWA3A,0.11092908
SPIC,0.05627476
DPY19L2P2,0.188499374
TRAPPC6A,-0.078110124
C21orf2,-0.148568144
CEMP1,-0.03292722
LIN7B,0.040582642
E2F7,0.164347492
VCP,-0.198541083
SLC23A3,0.067704911
BGN,-0.222797223
GPR160,0.073878831
LAMA3,0.087522752
APOBEC3F,-0.036420246
COCH,0.0181351
SCGB1D2,0.04850642
C6orf170,0.232277129
LOC728024,0.049423963
KLK9,0.150272143
GPD1L,-0.141551945
VPS37B,-0.048944764
ATG3,-0.159251951
ADAMTS17,0.192860334
KLHDC2,-0.095260411
BLK,0.009121209
MATN4,0.066543365
GPM6A,0.06583679
GBP4,-0.034165443
PKP2,0.04531024
HRASLS,0.097491981
FSD1,0.01164707
SFXN3,-0.050827332
MMP1,0.127408895
ST6GALNAC3,-0.063623284
CA12,-0.039373357
NCOA6,0.030744149
PPP4R1,-0.143281135
MAN1A2,0.01448166
IKBKAP,0.121896144
UPF1,-0.110872438
WNT16,0.069946086
SNW1,-0.141193533
IL18RAP,0.032370455
RPP30,0.108426776
CDC40,0.080843604
SLAMF6,0.086659224
FLJ46361,0.118483325
SETD3,-0.016986169
ELK4,-0.006885783
ACOX3,-0.02984032
TRIM47,-0.130967392
TRIM6,-0.043498103
ZNF846,0.011490543
SMURF2,0.132176773
EBP,-0.140715418
ADAD1,0.042680128
TOR1A,-0.197107042
KRTAP13-2,0.076086839
P2RY4,0.166988491
GPBP1,0.067455851
TRPV1,0.074832997
ADAMTS12,0.139881841
PES1,-0.163085375
AVL9,0.085764516
ATG4A,-0.054907989
MAGEA10,0.098250762
WFS1,-0.14626
TBC1D16,-0.028579125
CC2D1B,0.00412788
PABPN1,-0.095605054
SLCO1C1,0.105149895
SLC22A5,-0.091030372
SYN2,0.132854716
KIF23,0.059361576
ASPN,-0.079930725
QSOX2,0.096277327
URB2,0.054614986
PHAX,-0.091760756
STK24,-0.10207836
SPEG,0.035377038
CLNK,0.210579111
STK10,-0.07064191
DACT2,0.086693723
AAAS,-0.032949474
SSX3,-0.038987313
ABCD3,-0.07124788
BOD1L,0.120802745
PARVG,-0.062242926
FIG4,0.033395965
C9orf46,-0.016194603
TMCO6,0.065827151
IGHMBP2,0.009755425
DUS2L,0.038157733
DCTN4,-0.085887391
KCNH3,0.115682723
EIF2AK2,-0.000407742
CST4,0.05687225
AP1S3,0.024377141
PAM,-0.191751806
NUTF2,-0.080391622
SLC39A4,-0.080314266
CITED2,-0.05143581
GRM3,0.043029617
GPIHBP1,-0.095755797
FNDC4,-0.046304843
GRAMD1B,0.177716093
SIAH2,-0.146522048
GDPD4,0.184782144
ATP5A1,-0.074076951
SPRR2C,0.129783623
EMID2,0.091677969
MMP3,-0.001434221
CRHR1,0.162099155
WDR70,-0.111490618
ZFAND1,-0.145900693
CCL18,-0.053019465
C3orf49,0.090869126
LOC146880,-0.075707721
RRN3P3,0.074372566
RINT1,0.027713888
KIAA0408,0.119586084
F13A1,-0.188508389
SLC10A1,0.025434373
OGN,-0.07193717
GIPC2,0.019950753
XPO6,-0.080995116
FMR1,0.029994253
DUSP3,-0.167751754
ANKMY1,0.019284758
C7orf50,-0.093365192
BBS9,0.244974523
UNC119B,-0.042878017
C9orf72,0.055895054
ENTPD6,-0.058535604
PPP1R2P9,0.115048005
FAHD2B,-0.199106055
ERCC4,0.000407274
HMHA1,0.001716253
HACL1,0.054296576
EXD1,0.162105358
RAD23A,-0.121937786
HAUS1,0.032173375
PPP5C,-0.182297363
RNASEH2C,-0.165806377
SCAMP4,-0.1450877
GHITM,-0.147705932
NDUFB7,-0.204905501
TXLNG,0.027995633
ADCYAP1,0.094863133
SP110,-0.052875284
DHH,0.172834063
WDR33,-0.052400877
CEP290,0.221342989
FAM171B,0.170505154
PRPS1L1,0.014550128
GPR97,0.105791673
TLR10,0.076871426
SLC30A8,0.120864802
HIC1,-0.08908052
IAPP,0.055301504
OR6C2,0.073963167
RXFP4,0.040913743
C5orf51,0.069727008
SHQ1,0.022391947
NKX2-3,0.069373236
API5,-0.130140304
MOV10L1,0.115314631
TRIM6-TRIM34,-0.004199829
ADHFE1,-0.077655421
FAM117A,-0.06439362
DDI1,-0.006807555
CDON,0.085074241
MMP14,-0.19839153
DYNC1LI1,-0.022114902
FASTKD5,-0.116293648
BIVM,0.095741313
NXF2B,0.159069753
CXCL2,-0.012479589
LHX4,0.12788378
RAB2B,0.013054688
IZUMO1,0.049902462
MAP3K15,0.136266905
ZC3H8,0.039505051
FAM19A2,0.038086088
ZMAT1,0.072239677
SLC10A6,0.09339473
MIR3128,0.014077821
APPL2,-0.108627504
CARD10,0.024758229
EEF1D,-0.162324571
RAB6A,-0.071724994
C12orf5,0.088966409
PAPOLG,0.063782648
BCR,-0.093980003
MSRB2,-0.085891412
PUS3,-0.082984437
TIAM2,0.16067848
ZNF317,-0.085552805
CHD2,0.111939889
FZD5,0.093592792
NUDT8,-0.006516529
ZNF763,0.010701312
CELA3B,0.092490664
ZSCAN21,-0.049951671
PRC1,0.065035483
ABCB9,-0.016375046
SPATA3,0.058898493
TRAK2,-0.108718694
STAB1,0.035171659
LRRTM2,0.103116741
IQCJ-SCHIP1,-0.022505004
DBI,-0.115808492
RPS6KA4,-0.106357755
TGFBRAP1,-0.031299468
CHRDL2,0.029161398
FAHD2A,-0.207962557
CNTN1,0.088535368
BBS4,0.087935959
MINPP1,-0.004284909
MPHOSPH6,-0.034962436
CLPTM1L,-0.190979092
ITPKB,-0.137294782
HOXC10,0.005377179
MEOX2,-0.089912302
TTC39B,0.105672416
PRPF8,0.053303397
TMC5,0.078980099
FKBP3,-0.068705353
PLEKHB2,-0.077349385
OR4D6,0.112179115
ZNF544,0.08640091
D2HGDH,-0.044193377
MPP6,0.064378761
TCERG1,0.113981946
KRT16,0.054807196
KLF17,0.060662254
RPRD1A,-0.086755648
KLF5,-0.106464244
LOC79015,0.107193148
TMEM126A,-0.142398881
CDR1,0.070614522
FBLN2,-0.097555687
TMEM221,0.088791475
HBE1,0.039411453
OR4S2,0.043539512
ROBO4,-0.09508536
CPEB4,0.071511443
MYOC,-0.104863997
C11orf80,0.073863113
GSC2,0.025375416
GIF,0.043238409
THBS1,-0.179445032
APOO,0.06067802
ARMCX1,-0.119507401
EIF4ENIF1,-0.072861258
SNAPC5,-0.063090245
ZNF433,0.029696425
TNFRSF21,-0.126535071
ABCA11P,-0.012745417
WASH2P,0.07087488
SPATA18,-0.071238565
HPDL,0.059421152
MKL2,0.017833837
TBX3,-0.034881219
DAXX,-0.176229944
ELMO1,0.012587876
RGS13,0.086565009
TAF11,-0.052667019
TARBP2,0.066559223
TRIOBP,-0.127910361
CABIN1,0.092066225
SNORD89,-0.002457759
HIST1H2AC,-0.011855424
RGS22,0.130852676
NCOA1,0.04263578
IL25,0.051882133
GPR6,0.101030346
SNCG,-0.056415613
CHEK2,0.060318734
AMDHD1,0.06531007
ZNF705G,-0.043885972
DRD4,0.150864423
SEMG2,0.006507173
GDF11,0.132836163
CD247,0.010644229
RBMX2,-0.168015228
CDAN1,0.107317209
TGS1,0.069769588
OIT3,0.103830196
MCM4,0.021048828
SYF2,-0.146677304
PKHD1L1,0.144497237
CEP192,0.216763614
IFT88,0.127401716
RAB32,-0.192292025
RPL9,-0.18445274
DDX43,0.07888087
P2RX2,0.099375554
SLC24A1,0.278633218
ARHGAP5,0.009839453
DNM1P41,0.111265784
CETP,0.039167816
PTPN6,-0.177532271
BAHD1,-0.157670972
GRIK3,0.080070468
PDE10A,0.220980217
DGCR14,0.099555599
CACNB2,0.212869836
PCDHB9,0.041435349
RHOQ,-0.132885456
MAP3K4,0.142835198
KTI12,-0.066139405
GNG11,-0.186828036
CLCN3,0.108247762
FTH1P3,-0.183669234
GPAM,0.054118047
HCG9,0.092975113
ESYT2,-0.166457768
LOC84856,0.095165118
VSTM2A,0.175373755
SLAMF7,0.02179853
INTS2,0.092836273
PPP2CA,-0.06916713
LRP12,-0.023890445
SEC14L2,0.175190989
MC3R,0.083470387
CIRH1A,-0.158203555
HIST1H2AB,0.110461977
MECOM,0.066357692
POTEM,0.143927171
POLH,0.059985858
MGC16703,0.091940589
FILIP1L,-0.06183438
SNAPC2,0.020476341
RASGRP4,0.099014012
LRRC1,0.067944773
GAS1,-0.13532637
PRAC,0.111165099
DGKA,-0.117601308
NT5C3,-0.027326483
PEG3,0.056871879
NADK,-0.071932381
SGSH,-0.0932396
NLRP8,0.116088706
MCF2,0.137899254
GALT,-0.097092685
CLK2P,0.043761433
ZNF263,-0.02484814
ATP6AP2,-0.09742691
TYR,0.114084059
GDPD2,0.05240757
ABHD10,0.023414218
SLC35C1,-0.109787068
NEURL4,0.113753743
UBE2A,-0.102789662
HERC5,-0.020930004
FBXL16,0.112472588
RBM41,-0.016607409
SHPK,0.003582639
HAO2,0.030256167
RNH1,-0.194880584
PPP6R3,0.038602354
KIAA0125,0.141731221
PTTG3P,-0.028323685
MIR140,0.062060429
SHANK2,0.170243078
SNORA10,0.137731693
OSBP2,0.205274488
DAK,0.05105067
C3orf58,-0.127244731
TCL1B,0.15521453
KBTBD2,-0.140014047
UBE2E2,-0.148867716
MYL9,-0.197553291
CDC23,-0.11136393
PBXIP1,-0.219239002
CXorf40B,-0.121757399
ILDR2,0.180092002
RTBDN,0.221952431
NBL1,-0.127359025
RAB11FIP5,-0.119538631
TTTY13,0.112037364
CDKN1A,-0.127986177
NCK1,-0.207329506
ZNF550,-0.019377983
SPIN3,0.031185948
MAGEE2,0.028349335
MIS12,0.064262404
OR8H2,0.028748539
UNC5D,0.167489017
CUL7,0.082517396
DIO1,0.065758853
LIPC,0.032292101
C20orf11,-0.053888051
CTRL,0.125556882
HS3ST2,-0.049224165
PAK4,0.00798767
CCRL1,-0.034925192
RNF10,-0.060015566
ZNF567,0.073957616
FAT1,-0.029763417
ZNF660,0.145499867
TCEAL3,-0.151676572
MAGOH,-0.106206586
CENPB,-0.194555335
ZCCHC13,0.098464909
HIST1H4H,-0.076269443
TBRG1,-0.139964759
GPC3,-0.060478157
TAF1C,-0.005688659
EBNA1BP2,-0.045711337
PDGFRA,-0.09287082
CIAPIN1,-0.015576935
CSTB,-0.171229253
ANXA2P1,0.043759964
CENPI,0.104895289
GTF2E2,-0.101308093
RPP21,-0.232238442
FPR2,-0.046177645
ZNF737,0.032197547
CCNF,0.127832848
KCNQ3,0.12680426
SLC22A12,0.111011753
LOC286367,0.077081807
NOVA1,-0.01114367
FZD3,0.136535506
AKAP8,0.011542925
SOCS5,-0.088505358
SNORD20,0.014663613
CFDP1,-0.054936773
DLG5,0.028682128
PGM5,-0.051663075
C1orf144,-0.132762794
HDAC10,0.027711811
RND2,-0.001538717
RNMT,0.128932883
SLURP1,0.101962862
ASTN1,0.144493127
SH3BGR,-0.076320912
MYCL1,0.066150039
ZHX1,-0.028801598
CENPK,0.040648081
FOSB,-0.02112109
TMEM135,0.023021383
SLC27A2,0.028748208
KRT33A,0.07066119
OVOL1,-0.043240532
S100A7,0.130270705
ZNF789,0.132342486
HARS2,-0.008930934
UPF3B,0.084873715
C17orf78,0.008409157
HLA-DOB,0.019457822
C14orf142,-4.10E-06
UBE2V1,-0.16269296
TEKT5,0.089369056
POLD1,0.016079872
DMWD,-0.118112155
CALD1,-0.129281691
AIG1,-0.123789717
POM121C,-0.078872707
TMED6,0.089422692
LRRC27,0.091218975
PYGO1,0.061863519
PIGU,0.014682241
NSFP1,0.181242526
ALAS2,0.009197716
WRNIP1,0.015069725
CNNM3,-0.013087928
ZNF2,-0.007347053
ST3GAL5,0.040023637
MRPL23,-0.23601346
TSSK6,0.013765564
TYW1,0.064147289
ANO3,0.139485227
MIR2861,0.051216374
CSDAP1,0.001732548
C16orf70,0.016862916
ZNF823,0.042102228
ALMS1,0.175840779
DCN,-0.233237116
TMEM132D,0.093935459
SUCLG2,-0.198103726
FAM47E,-0.046463135
JMJD7-PLA2G4B,0.027810877
ABHD14A,0.02634278
SNORA72,0.005686382
DEXI,-0.196862864
AMPD2,0.004624007
IFNAR2,-0.05830669
CYB5A,-0.19852702
NXF5,0.131388269
NRBF2,-0.213904959
P2RY11,-0.065127752
KCTD3,-0.026375322
ITGAE,0.108582359
SLC30A3,0.075595575
IFRD2,-0.113656672
PYCR2,-0.20413746
TMLHE,-0.039348162
SERPINB3,0.073072686
ABCA5,0.155468904
ARHGEF19,0.033287378
HIST3H2BB,0.109769207
TSFM,0.011237792
TSPAN17,-0.037998501
ABCC8,0.117007968
MAP1S,-0.109755766
BNC2,0.008732001
HIST1H4A,0.025977744
NDUFS3,-0.146117955
WDR3,-0.027448863
C15orf54,0.04970048
TTC33,0.038496721
STMN2,0.150419214
CPN2,0.010492039
PCOLCE2,-0.113876223
KLHDC9,0.071871718
ALG1,0.082361054
TBC1D23,-0.062230059
MAP2K3,-0.060151762
ATXN2L,-0.017910931
SCAP,-0.005864367
NARS,-0.067901437
ADAMTSL1,0.143746369
CCDC126,0.005874727
PRCC,-0.070391963
