Gene.refGene,Z_score
KCNH8,0.181780906
CTSG,-0.009785902
GRIK1,0.264764979
CUL5,0.130556179
OR9A4,0.096803223
FRMD1,0.110990585
FLJ10038,0.130334143
SYT6,0.115918915
CHTF8,-0.147281834
NOL12,-0.023620488
ANAPC2,-0.000873312
FOXD4L2,0.070397464
OPN5,0.137469377
TAF13,-0.11690013
LYG2,0.110446091
GGNBP1,0.081490754
OTX2,0.262282504
SLX4,0.081455575
REG4,0.058748658
EIF5,-0.0693321
IQCA1,0.033509848
PALB2,0.171858198
SEPSECS,-0.039469424
RNASE3,0.170903493
MTMR9LP,0.00550116
POLR2K,-0.120271725
TRIM49,0.078036138
C8B,0.060331088
IL17REL,0.162374568
SASS6,0.13608817
PREB,-0.072042882
OR3A3,-0.037538033
TUBA8,-0.003389862
STIL,0.154388771
ANKFN1,0.084374873
HOXC12,0.069551826
NME7,0.123543746
UBE2C,-0.000182762
CDK2AP1,-0.201196176
FHOD1,0.020072247
RPL5,-0.216005253
OR6K2,0.112147831
DHPS,-0.090928615
HCCS,-0.056647213
DENND1B,0.097444795
LHX3,0.072680915
MIR23B,-0.000867296
CXorf57,0.05670701
FLJ43879,0.17836894
C12orf26,0.222554854
IRF2BP1,-0.085511851
FAM173B,-0.07346511
NDST2,-0.112451406
LCE3D,0.061192913
BOLL,0.066112574
PIH1D2,0.097119364
SYT3,0.15412989
IL1R2,0.097796266
C20orf7,0.110637884
SLAMF9,0.135939069
PPME1,-0.017023548
PIK3CA,0.092366102
TRAPPC1,-0.198622822
COLEC10,0.144483967
SLC9A6,-0.007672455
PDDC1,-0.048061192
CCDC53,-0.11893763
GK3P,0.060765549
BRI3,-0.167069879
ZFC3H1,0.130803374
DAZL,0.072631686
TRIM64B,0.072307737
SDK1,0.166996315
CYP2C18,0.0993418
IFI44L,-0.037639076
RPL3L,-0.036742611
FUT9,0.114144656
KIFC2,0.023881294
PMP2,-0.004622974
PLAG1,0.138644196
SLC4A9,0.106272389
MYCBP2,0.076708444
OR4E2,0.08827237
C16orf82,0.035183484
CCDC65,0.165659899
WIPI1,-0.154759909
ENTPD4,0.097990376
BRP44L,-0.153082798
TMCO4,-0.119741207
KCNN1,0.102665453
WDR35,0.117391364
CCDC80,-0.105423096
SLC7A9,0.074289575
TMEM190,0.068724594
DBC1,0.119486194
FADS3,-0.119581953
PDZD8,0.00707797
GRM5,0.137162571
ZNF841,0.094170168
AZGP1,-0.103348323
PEX3,0.090080274
PAMR1,-0.096483862
MED1,0.059838529
ATG4C,0.078957573
PDZK1P1,0.023798563
C4orf17,0.076470086
SPRR2A,0.028083633
CA10,0.228026928
OPRD1,0.16323636
CCL16,0.060332468
CST6,-0.086148817
SACM1L,0.007371559
CD63,-0.18199352
LGI1,0.045445295
ZNF784,0.068325484
CRYBB1,0.06558477
CX3CL1,-0.152958002
TOP2A,0.05909846
GYPB,0.068778171
GADD45GIP1,-0.198295283
C16orf89,-0.071135544
FEN1,0.024632054
IGF1R,0.099620711
WDR72,0.114270034
PURG,0.099364534
DEFB126,0.024468649
PKD1L1,0.219924258
CAV1,-0.174978959
GNPDA2,-0.111908083
DGAT2,-0.095649649
NLGN1,0.224089766
HPRT1,0.05023932
STRBP,0.147171217
FANCI,0.078785204
PSMA7,-0.146222167
TTF1,-0.036258771
DBF4B,0.068706185
RAD54L,0.144986742
ELOF1,-0.206068166
PLAGL2,0.121538555
HMGCL,-0.132326652
ZNF256,0.067137972
MSI2,0.075910491
ABCD1,0.003787123
SPARCL1,-0.15923066
ACAA1,-0.177327909
IL6ST,-0.070617717
TMEM109,-0.097327716
FAM172A,0.063787013
FAM90A1,0.161097869
SNORA80B,0.054874782
IL22RA1,0.053863334
ATP4B,0.061373629
TEC,0.108088068
ABCB4,0.062216302
TXNDC2,0.031868855
KIAA1191,-0.056204566
EXD3,0.10949383
GPN1,-0.173089549
SFTPB,0.056225945
CNTNAP2,0.180678018
FRK,-0.01352179
OR6Q1,0.009987466
TBX19,-0.013769073
CHD4,-0.026227068
IKBKE,0.008544713
HIF1A,0.02711151
RELA,-0.232299241
ABHD12B,0.221032467
TSEN34,-0.054861983
KIF18A,0.083579685
TXNDC9,0.007938204
SPATA2L,-0.015499619
SEMA4G,0.100942705
C21orf91,-0.038192017
MATN1,0.177212386
KCNIP4,0.142408166
TUSC1,-0.052882218
OR4C15,0.011083316
ARMCX6,-0.115095032
WBSCR27,0.022211376
OR52I2,-0.017784245
DYNC1I1,0.054366164
PPP4C,-0.163794652
SLC47A2,0.059807056
TREH,0.085789583
CD48,-0.089213782
ST14,-0.067362996
PKN1,-0.142646454
SPON2,-0.046487006
ARHGAP44,0.135762764
XBP1,-0.205600087
FLJ23867,0.041306439
EFCAB6,0.239319796
SELT,-0.109056583
SLC39A2,0.100873825
ERF,-0.145401065
ARL3,0.117643507
SURF6,-0.154112402
MLLT10,0.016944659
ERCC6,0.068956678
TDGF1,0.041831502
EIF2AK4,-0.007368209
BAZ1A,-0.088050461
LRRN3,0.137284072
TMC3,0.191663539
EFTUD1,0.057971968
PTPRO,0.185340735
CLEC12A,0.023778782
ACBD4,0.061731412
MBLAC2,0.056024145
ZDHHC14,0.049320784
ACTB,-0.127432744
OTUD7B,-0.029838124
MSRA,-0.093446354
LCE5A,0.119012261
IFNA4,0.07541595
IFI35,-0.167556969
BSCL2,-0.011078701
ANKRD12,0.168488935
CFHR2,-0.054438428
RGAG1,0.129569858
SLC30A5,-0.113207766
IMPG1,0.31646865
ZNF185,0.03474397
C22orf34,0.049049172
IYD,0.108791709
CYB5RL,0.081480574
HMGCLL1,0.113036616
SERPINA13,0.18384771
UBQLN1,-0.124129798
NEUROG1,0.173580155
LIN37,0.061520979
SOCS2,-0.116827315
DSCR4,0.029307019
XKR6,0.08018631
NKAIN2,0.069764122
GPR142,0.088241722
KRTAP13-3,0.110299909
CCDC15,0.096699017
MIR107,0.100254582
UBA5,-0.077401237
MOS,0.051652661
CD1E,0.116013746
FAM83D,0.017988263
C9orf96,0.078611603
SRFBP1,0.003616961
SRSF9,-0.130572394
CCDC90A,0.108895971
DHDH,0.00618608
CD320,-0.172603457
MRPL21,-0.145502058
ANGEL2,0.008799167
DYDC1,0.040208314
SMG6,-0.073768784
INSR,-0.051681818
GLIPR1,-0.100500975
C9orf89,-0.024598298
GLRB,0.060050683
CIZ1,-0.187071996
UBXN6,-0.168116475
CTU1,0.005261758
CBY1,-0.184529064
NFX1,-0.091557028
MTERFD2,-0.108078518
PGC,0.106459788
IER3IP1,-0.140164263
RASAL2,0.190145654
SYNJ1,0.219094748
NFKBIE,0.020588715
TCEB2,-0.222831223
NOG,0.080016566
ZNF98,0.096733617
HLA-B,-0.206722504
PPP2R2B,0.185712169
ARHGEF17,-0.054905736
TCF7L2,-0.187261982
CHD5,0.199592884
GBAP1,-0.007326133
ZNF431,-0.009489778
TYW1B,0.132826593
ZNF800,0.043861322
SCUBE2,0.041406351
GPX5,0.110531471
QSER1,0.072825312
ULK2,0.074659731
PIGO,-0.076025912
NRCAM,0.132622114
RADIL,0.138668473
SLC35E3,-0.037849189
CSRP2,-0.157961241
MAPK15,0.118687231
TIMM13,-0.201496484
ZNF462,0.145874138
GBA3,0.026357964
TEX13A,0.117873739
MTRF1,-0.029517042
MCM6,-0.101353287
ABCA7,0.178041643
EIF4A2,-0.0739152
RPGR,0.14687782
ZC3H10,0.107740596
RP1L1,0.204447195
GPR125,-0.08248008
OR1L4,-0.02893011
PTCD1,0.129934992
CRTAC1,0.059521528
C18orf1,0.038269588
FAM107A,-0.076186183
EFNA3,0.042847276
CAMKK2,-0.081170209
NES,-0.113579892
HS6ST3,0.088192899
PON2,-0.156165151
TCP11L2,-0.011489483
CLEC4A,-0.0168038
RAB9BP1,0.058524874
MLXIPL,0.094936194
C2orf50,0.081584396
ENC1,0.005436304
ZNF28,-0.002081187
MAP2K1,-0.093720631
KIAA0430,-0.090710687
SPDYE2,0.026006353
PTP4A1,-0.128724571
GPR156,0.062697147
GTF3C6,-0.144906441
UBR2,0.013604526
VOPP1,0.018532506
MAK,0.296067897
ACOT4,0.032773417
STC2,0.016123213
PIGW,0.030296536
SAE1,-0.17748429
COL6A1,-0.047775857
STMN4,0.074202485
OAZ1,-0.13794792
SGCE,-0.053420666
YIPF5,-0.058971002
WNT4,0.002719878
PRSS8,-0.017177325
IL11,0.076183247
CSN2,0.086461439
MIOS,-0.056657085
TCF7,-0.062086655
RLIM,-0.035491835
SAMD9,-0.058244685
TDO2,0.025836779
S100A7A,0.151023218
MMRN1,-0.027685809
GKAP1,0.030477022
AKR1C3,-0.142512324
RNF19A,0.020156423
YKT6,-0.166390907
GMDS,-0.167226381
SPARC,-0.21385262
UBE2V2,-0.079661829
FBXL18,0.115566158
ADAM22,0.120192284
SERPINC1,0.060772616
KCTD21,-0.096548597
GTF3C1,-0.033746983
ZNF37A,0.091374301
CTSZ,-0.197657292
NR1I2,0.151159397
VTI1B,-0.081100983
CES4A,0.07458169
ZNF266,-0.083115608
COX4NB,-0.097288663
APOA1,-0.072150296
TATDN1,-0.031515827
OR10Q1,0.129177194
KPNB1,-0.075090194
FOXO3,-0.074601225
CRYBB2,0.068809943
ZBTB5,0.062386387
DCTN2,-0.104604228
CTHRC1,-0.048591187
C12orf47,-0.038768295
IFT20,0.01444827
UHRF1,0.059038349
GPC6,0.081286087
LOC401010,0.037604818
C10orf54,-0.081667919
MCF2L2,0.255345495
WNT9B,0.194610234
OLA1,-0.063436773
FAM120B,-0.046943744
TTLL10,0.19443942
MFHAS1,0.071119512
RELN,0.15438715
SCN2B,0.022411516
CSRNP2,0.099354403
NKX3-2,0.079356403
RASGRF2,0.184503682
SSBP1,-0.122345388
KPNA6,-0.116710843
HS3ST4,0.153688289
SUPT7L,0.106198811
CSF1R,-0.092539091
SHKBP1,-0.112870336
NAGK,-0.149564675
MYL2,-0.114533539
HIST1H4C,0.114104769
TOMM7,-0.136969462
ADAMTSL3,0.034372949
TNFSF14,0.047230394
VTA1,0.012269522
PRRT2,0.117844947
AOAH,-0.004429074
CRISPLD2,-0.160535064
PNN,-0.005316045
ESPN,0.061505306
RBM43,-0.05545787
DDX3X,-0.086067788
PLXDC1,0.216179753
HNRNPL,-0.148040017
RUNDC3A,0.14522232
CASP12,0.062824331
HDC,0.111448873
OR51A7,0.026447901
C2orf16,0.113598298
GOLGA4,0.063365948
NOTCH1,0.032840647
ATPAF2,0.033412927
ECD,-0.100976144
SSX5,0.092708136
SNAP91,0.211928476
OCA2,0.160478244
PNPO,-0.065110787
DAPK1,-0.014100233
TDP2,-0.190801328
PINX1,-0.005853103
SELENBP1,-0.173180011
TMED4,-0.102374816
NEK3,-0.042842417
SSTR4,0.054623518
FOSL1,-0.10759117
TTC38,-0.036760836
CD40LG,0.004576473
B3GAT3,-0.131323064
STK17B,-0.054463824
CNTN6,0.152395896
CYP3A4,0.000928074
NSUN5P2,0.049214431
MBOAT2,0.02315184
PISD,-0.138138919
SKA2,0.053144634
USP1,-0.019193723
PYDC1,-0.01393741
CENPM,0.175905648
SAR1B,-0.121769249
UBE2Q2P1,0.066655274
GPC1,-0.146392669
RBL1,0.122128399
TOB1,-0.021008059
TCEAL1,-0.100563581
CENPF,0.078330693
C6,-0.023821791
PRSS1,0.069435718
PATL1,0.032531198
SNCB,0.179924301
NDUFB9,-0.119853853
CNOT6L,0.018367473
S100A9,-0.213646597
TRIM50,0.065628782
KCTD1,0.013781779
RNLS,0.067801038
WDR63,0.150028577
RNGTT,0.105109077
SPEF2,0.178526136
CXorf22,0.217331761
KCNK16,0.061473956
CEP250,0.090467656
KCNJ2,0.078915323
MT1B,-0.005123747
KRTAP2-2,0.067059578
ZNF684,-0.014211532
PRSS38,0.149246125
PDHA1,-0.048067148
SLC4A1,0.110326425
ZNF492,0.105358637
BYSL,0.009974054
TKT,-0.217643663
DDT,-0.113147842
RNF38,-0.055721763
KLHL2,-0.100797536
AHDC1,-0.039726565
CMTM8,-0.016461422
DMP1,0.151740718
HERPUD2,0.005643483
TMEM151A,0.142615158
CRTAM,0.066363414
ZNF572,-0.014886989
HSD17B2,0.022138186
UBE2G1,-0.041820764
AHSA2,-0.114284918
PELI2,0.050204799
ATP9B,0.061093211
TPX2,0.090259781
HMGCS2,-0.012874968
DAZAP1,-0.011577045
B9D1,0.049377878
NKX2-5,0.053949566
LILRB2,0.059035675
CSTF1,0.047016037
BTN2A1,-0.068239688
C15orf48,0.003834116
IGF2BP3,0.065090083
LOC100130331,0.17541553
HRG,0.021170217
ZNF131,-0.040046344
USP47,-0.013264954
SP140L,-0.069915473
CCDC88B,0.091920709
HCN1,0.261001161
HTN1,0.054481864
SYCP3,0.017252642
PAPOLA,-0.082811095
MSH3,0.025510551
NDUFAB1,-0.142136717
BAK1,-0.068310581
ITLN2,0.126872475
MRPL45,-0.084600894
LOC283392,0.08674626
MTNR1B,0.045713791
MS4A10,0.11262289
SPECC1L,-0.083947254
TTC37,0.026577336
TET3,0.099293098
GPR143,0.066936925
SPN,0.106793086
ZNF576,-0.140737014
ATP5D,-0.230717059
TMEM39A,-0.145245985
MAGEB3,0.057015645
ANP32E,0.065255893
MTMR1,-0.013386564
YEATS4,-0.005699441
SYNGAP1,0.065266811
ENDOU,0.079945523
PCOLCE,-0.164392782
MNS1,0.067800504
LAX1,-0.00849413
ELOVL5,-0.154565648
SPPL2B,-0.083189495
B4GALNT1,0.072362485
ZNF673,0.023530756
ARHGAP21,0.064581771
BLOC1S2,-0.10479148
IRX5,0.072743929
LRFN5,0.048030779
ITM2B,-0.203959439
GINS1,0.038474373
PAPSS2,-0.045103157
MUDENG,-0.060973057
ACSL3,-0.000264101
KIAA1919,0.160685606
UTRN,-0.008616591
GLT8D2,-0.142063262
CNN1,-0.176684592
SDAD1,-0.12254974
SIGLEC9,0.109908086
RPL35,-0.230653471
C22orf26,0.046406807
IMPDH2,-0.2147059
AGBL4,0.199391576
WDR69,0.087135
CLTA,-0.094161683
SEC14L5,0.121648296
OGDH,-0.159466133
GPR37L1,0.10989259
ASB13,-0.046295364
SLC6A10P,0.076698058
ZFP14,0.068676838
KPNA3,0.033009711
ZCRB1,-0.108954621
HSPA1L,0.023746284
RHOC,-0.213152862
PPP3CA,-0.070651314
CARNS1,0.097415817
SLC1A7,0.159552039
ZNF529,-0.00937508
DDB2,-0.117758187
DYSF,0.008359593
ALKBH2,-0.058163141
NKD1,0.030571738
C1orf174,-0.070227813
PLEKHO1,-0.174257221
ASB10,0.038928452
RING1,-0.230336992
NPC2,-0.139598905
YTHDF1,-0.074565716
LMAN1L,0.094050324
CEP170,0.108592157
GSG2,0.028553947
RPS4Y2,0.073449123
MSH6,-0.07936075
HECTD2,0.130490438
ZNF556,0.072466581
BCL2L10,0.113005376
AIRE,0.109063984
LMOD3,0.049296956
FOXA2,0.001521212
SLCO2A1,0.004517127
GJA10,0.130288808
PRDM16,0.162166122
FRMD5,0.179469267
TMEM98,-0.081887525
GOLGA6L5,0.009097105
PDE6C,0.267637859
EP400,0.094037815
PTK2,-0.003337858
RNF217,0.041110917
NDUFA8,-0.05686119
LAMP3,0.063184455
GLTSCR2,-0.16267474
LLGL2,0.114106532
FAM98B,0.049457236
PPM1K,-0.1098642
RBFOX1,0.146854907
FAM163A,0.142308474
TICAM2,-0.002663756
FAM167B,-0.042514187
NFKB2,-0.108735561
HESX1,0.09308775
GPR114,0.004194345
SLC25A35,0.003747437
GNAT1,0.239586993
ORAI3,-0.141659662
FAM76B,0.08504283
TMEM99,0.046468384
ZNF605,0.0622582
TRIM29,-0.036573708
RHEB,-0.042666518
CDS1,0.074912702
C4orf27,-0.078354672
RAB3A,0.127754786
OTUD6B,0.044043163
GPD1,-0.056096077
CDH15,0.151513869
NPM1,-0.160344456
TMEM117,0.007383188
PRPS2,-0.127189865
GCK,0.134589104
TSPYL4,0.051561584
ADRA2A,-0.101361991
CELF1,-0.103077699
TERC,0.001400683
TASP1,0.012584962
WDR19,0.175594833
MIR9-1,0.171831817
PDE4C,0.083912338
FYB,-0.044297182
FLJ42289,0.029778583
C1orf55,-0.014446339
PPFIA3,0.090952218
RAD18,0.038937898
C12orf44,-0.042308735
WT1-AS,0.037614113
FRA10AC1,0.040315876
CRYBA4,0.049586787
HVCN1,-0.164347506
TAF10,-0.204927349
C17orf69,0.046529415
C16orf48,0.032970943
DEPDC5,0.146619737
LTBP1,-0.153898066
MAPRE1,-0.197351725
SLED1,0.129598524
FGF8,0.111744484
C3orf52,0.001560126
SENP7,0.083183754
KIAA0355,-0.044610089
CPEB1,0.03281276
PPEF2,0.253652002
PSMC3IP,0.077602698
ABI2,-0.045110736
KIAA0317,0.023080721
PRINS,0.056982552
ATF1,-0.006827931
DYNC1H1,0.090441574
TMEM33,-0.070874117
POLDIP3,-0.196802955
GPR171,0.081020009
CDC6,0.049096615
PLD1,-0.032538985
ITFG2,0.070419695
AKNA,0.117680823
NDUFC1,-0.134913643
NBR1,-0.087627848
PKHD1,0.155069941
HPS4,0.080520004
MIR1281,0.055011685
MAFA,0.043576606
ULBP3,0.085500927
DIRC1,0.157376831
CEL,0.146210228
IMMT,-0.05796705
C22orf13,-0.148371175
MARK3,-0.052277095
DRAM2,-0.126524658
KRTAP19-6,-0.021264993
ADAMTS2,0.060758161
BRD8,0.041352166
NPHS1,0.001668541
WDR12,0.030780289
IDI2,-0.041186722
HOXD13,-0.004720159
GABRQ,0.058629025
SLAIN1,0.026760941
NR2C2,-0.004093765
NKTR,0.01836344
TLE2,-0.172255764
NAALADL2,0.095980526
ASAH2,0.172901438
AURKA,0.142079524
TBC1D9B,-0.119370487
GPRC5C,-0.108570084
PNPLA6,-0.005759079
AP3B1,-0.076289804
AKR7A3,0.017895006
C11orf68,-0.069408801
AHCYL1,-0.090424893
RPP14,-0.110641953
PCDHB18,0.070712585
CDH24,0.116913295
KRT17,-0.001756096
LACTB2,-0.040859515
DDX24,-0.207472826
SLC35E2,0.02196175
LOXL1,-0.052542901
RGSL1,0.095032924
PCDHGC5,0.057337911
MEGF10,0.104978157
PRRX1,-0.168343751
ASTE1,0.145069749
MYOD1,0.046602026
GAA,-0.174565631
ZNF747,-0.108943382
ACSF2,-0.168082676
KLRC1,0.059204851
GDF9,0.029357531
IL1RL2,0.090043125
GPR119,0.016364501
MITD1,-0.022351886
TRAF2,-0.119191009
HCK,-0.091518063
FAM189B,-0.041335073
OR13C9,-0.028768932
CDHR1,0.284705024
FAM71F1,0.05316143
BMP6,-0.011883536
SNORA49,0.082177865
CDSN,0.04985458
EFHA1,-0.00505584
LSM3,-0.171918024
ZFP41,0.089394719
VIT,-0.104972486
SPCS3,-0.188355636
DEF8,-0.1071021
CHAF1A,-0.007188657
ZFPM2,-0.002082317
VWA2,0.127235882
FTH1,-0.132297592
YWHAH,-0.0525282
C17orf66,0.102120753
ADRB1,0.03290134
NPRL2,0.004970453
FOXL1,0.063289699
BOD1,-0.152551931
RG9MTD3,0.00242981
UMPS,-0.057519708
KIAA1161,0.003735644
CCDC77,0.073732273
C12orf65,0.003256541
COG4,-0.092872354
DNAJC11,-0.018642433
GDF2,0.109570741
TIMM17A,-0.159981389
OR2H1,0.107603983
HNRNPA0,-0.110086058
PCBP1,-0.162771325
COL23A1,0.089803501
NSD1,0.027768088
LRRC2,-0.009896851
WDR91,0.052324382
TMEM179,0.124064925
MIR7-1,0.059789307
DSCR10,0.120142603
FYN,-0.077312217
CNDP2,-0.168510257
BEX2,0.014106004
KCND3,0.139848334
YPEL5,-0.111929347
TRIL,0.036392982
LRRC42,-0.121288107
KRTAP6-2,0.078686058
DSTYK,0.085664647
ZNF649,-0.0500961
COL5A2,-0.023697651
CNGA2,0.183780624
RAB9B,-0.016683545
FAM100A,-0.160036383
MYOZ2,-0.00925319
SPATA12,0.147906221
XRCC4,0.055375985
CYB561,-0.02571784
CHST10,-0.013705644
BAI1,0.148632808
BRSK1,0.127107207
PDE6H,0.264454339
MAP7,0.158923591
SCN4B,-0.015371732
SPAG9,0.033326348
SERTAD1,-0.143289365
ANTXR1,-0.120941733
TMPRSS13,0.099261413
ETV7,0.084288455
TAC3,0.124012971
NKIRAS1,0.117433995
TEX9,0.170000287
CORO1C,-0.14808785
RAD54B,0.257130103
FLJ37201,0.114362424
KANK3,-0.017542111
HRCT1,-0.043834677
BARD1,0.043930336
ZNF177,0.08675638
MIP,0.095132121
ZNF442,0.120183781
F2,0.066423402
GRIA1,0.121386814
GALNTL2,-0.125650303
WNT5A,-0.041019118
LENG9,-0.031730034
FOXR1,0.072370645
LOC728989,0.090773952
C1QTNF7,0.021610458
SLC7A4,0.041831826
C17orf80,0.024633446
RASAL3,0.000296881
KLK4,0.141630191
TMEM176A,-0.1349933
IL31,0.105254808
CTNNB1,-0.079951196
TMEM185B,-0.046644581
DND1,-0.109223659
ANO10,-0.075815917
ESRP2,0.015368917
UPK2,0.122874306
GAS8,0.04038579
IMPACT,-0.101783692
INCA1,0.162134069
WNK4,0.102476137
HNRPLL,0.021132843
BMP15,0.073385235
GAD2,0.151206754
ITGA6,-0.117036017
CYP2A7,0.093607224
SLC7A6OS,-0.080623886
THAP5,-0.041646778
CCND1,-0.170811172
RIC8A,-0.141588265
CCL4,-0.028835878
ZCCHC10,-0.043589623
AGAP4,0.018888681
NOL11,0.043594106
TRPM2,0.149628409
PSMD2,-0.178980625
CHTF18,0.073244762
USP18,0.020965864
RASSF9,0.011791804
RRAS,-0.163486863
LAMC3,0.10049706
TOX,0.120667454
IPO5,-0.109442549
PCDH15,0.281033413
GABRG3,0.212844008
PLEKHO2,-0.150691452
LOC100132831,-0.040553489
NUDCD2,-0.119483131
SGCZ,0.058336612
MIR601,0.115883454
KCTD17,-0.075495178
SPSB2,0.02033917
TPPP3,-0.143538779
GIGYF2,-0.022275329
CILP2,0.049075094
CALB2,0.095287433
CEBPZ,-0.032029474
ZNF479,0.092838163
FMOD,-0.174624211
CLN6,-0.07688987
ANAPC1,0.037710376
SH2D3C,-0.111345953
PTPN14,-0.068825923
TRIM42,0.148597511
APTX,-0.164031231
BMS1,-0.025531576
NFATC3,-0.080012172
LRRC45,0.049810229
EPSTI1,-0.027991885
LRIG1,-0.050823323
PRSS27,0.004754747
ERC2,0.217002376
PRKACB,-0.005024906
PRDM13,0.031713966
ZNF705A,-0.026115632
HCG27,0.034800494
KLK12,0.132027249
HSD17B7,-0.07896069
PCDH11X,0.088796954
ZNF354A,-0.109829897
PCBD2,-0.087038396
DMGDH,0.069037569
TMC6,-0.08109012
RIMS1,0.23366073
RCN1,-0.1246686
SF3B2,-0.074231501
CPB1,0.068998676
BCAR3,0.028519813
FCRLB,-0.022467607
PAK1IP1,-0.119308485
OR10H1,0.184115831
KIF9,0.180513698
PITPNM2,0.041839636
L3MBTL4,0.020526409
TGFB1,-0.15661732
ZXDC,-0.004441748
SLC6A16,0.115469393
GPR182,0.076776933
LRRC8E,0.056222442
EOMES,0.109267444
PAX2,0.077347514
SCARF2,-0.042210375
PSEN2,-0.073397189
PCDHB13,-0.002708156
C10orf28,-0.000503281
DHRS7B,-0.103864625
C1orf131,-0.116297309
ASB1,-0.06455948
LCMT2,-0.002395873
KRT31,0.069685663
ZNF223,0.040449142
AAA1,0.146552776
MEP1A,0.042290278
TMEM53,-0.014825344
PCDHA7,0.077716653
RSPH3,-0.012533179
PTPN9,-0.146372644
ABCA12,0.136133708
SP9,0.111203985
RUNDC1,-0.039252405
CCDC37,0.130412636
YES1,-0.050510111
FAM120AOS,-0.192128766
OR5M3,0.09935287
KRT78,0.080274675
IL13,0.022708776
MDFI,0.029312734
C1orf220,0.146577419
RPL23AP64,0.003331908
CLIC1,-0.265725285
LILRA5,0.007067846
CSAG1,0.035083218
TREML2,0.147162331
FAM125A,-0.207476751
ZNF74,0.020660924
FAM104A,-0.103579442
LRRC39,0.132325312
ARGLU1,-0.059879082
HYAL2,-0.128747758
IGFBP5,-0.146895742
NRTN,0.081894414
POLD4,-0.220376456
EPHB1,0.086068786
ANAPC10,0.041025867
LRRC36,0.030794574
LPHN3,0.123639552
BMP10,0.037796456
CREM,-0.034297997
PTGER4,-0.024841278
METAP1,-0.159921918
KCNQ1,0.001366883
NR2F2,-0.095836574
SSFA2,0.01956501
CTTNBP2,0.116630231
BCL2A1,-0.077970305
GREB1L,0.202011956
PRDM1,0.016149456
SLCO6A1,0.08215019
CCDC47,-0.127484986
SLC26A6,0.009173643
BIN1,-0.044105227
SRRM1,-0.022342644
PCSK1N,-0.006382092
ALS2,0.185664444
CACNA2D2,0.181913878
ECT2,0.145372741
DOCK6,0.000198515
SNORA70F,0.099078822
FATE1,0.029524564
DUSP23,-0.158110858
TRIP6,-0.177940207
NUP35,0.074647701
CDH3,0.069425797
KLHDC8A,0.072737636
C9orf116,0.063420413
EI24,-0.125362243
RWDD2B,-0.149350036
NR3C2,0.110528348
DOCK1,-0.071439505
NPAS2,0.011856088
FAM63A,-0.010444157
INPP5F,-0.008356554
FAM111A,-0.143180238
IQGAP3,0.16280382
CRADD,-0.035219503
DUSP12,-0.054713352
CGREF1,0.096508029
PDZK1IP1,-0.053429203
VASH2,0.135943734
CTR9,-0.017849166
VIL1,0.156300678
OR8U1,0.1142728
CCDC107,-0.075315562
PTTG1IP,-0.221770181
OR4X2,0.072203621
COL9A1,0.145635299
MIR129-1,0.026645839
PSMD9,-0.152550392
SIKE1,-0.066487302
PARP15,0.092439179
TTC19,0.052977974
C1orf114,0.214209082
GFPT1,-0.101850302
ARHGAP32,0.152960286
SLC27A6,0.081855416
MRPS10,-0.052490909
CALML5,0.12035364
CGNL1,0.008129022
TRPM7,0.041595179
TAS2R31,0.07085899
TMEM102,0.003409108
SERPINB8,-0.027773428
PPP2R4,-0.133891743
PDIA2,0.105906704
NUCKS1,-0.058470475
IP6K2,-0.038252369
EBI3,0.167240129
NXN,-0.059998224
ZMYND19,0.130800297
FAM200A,0.076226626
FOXJ3,-0.019327371
EIF2B4,0.000826123
EIF5B,-0.061668032
LEO1,-0.017838031
ZIC5,0.122376881
IL20,0.081284406
KIAA0415,-0.052203187
TSPAN12,-0.087135815
ACTR3B,0.115769625
PM20D1,0.100307073
TFAM,-0.087471806
IL17RD,-0.00139475
RALGAPB,0.036782155
PARP12,-0.010999744
KLHDC7A,0.083889899
SLC22A23,-0.078045487
KCTD4,0.092889265
GTF2H1,-0.00753013
SRSF7,-0.026502345
FLCN,-0.179105636
NAMPT,-0.103949609
VKORC1L1,-0.146656458
CYP4F22,0.094655509
TAS2R5,0.05768154
TBCEL,0.013859217
ZNF582,0.022022562
HS3ST3B1,0.23038602
CTNS,-0.097693119
STK36,0.149344635
MMD2,0.119686452
C1QTNF9B,-0.007958291
CRH,0.126064869
C1orf182,-0.017322756
ACP5,-0.120597784
AMFR,-0.141824008
CA4,-0.045198195
PLCB4,0.084111382
MPHOSPH10,-0.104597661
G3BP2,-0.068767855
HOXA2,-0.038713096
PYGB,-0.056154459
DKK3,0.008371506
DDX31,-0.004720895
TULP1,0.291280853
NHLRC2,0.054126482
ZNF430,0.006475182
TNRC6A,0.070301541
PLA2G1B,0.084664908
RCHY1,0.097714127
GTF2A2,-0.105516111
ZNF691,0.050789032
TACC3,0.029922095
DNAJC5G,0.114763978
NAE1,-0.012424482
MS4A4A,-0.05446698
PPP2R5B,0.09204467
SPOP,-0.131504766
PTPRF,-0.018612927
SUSD3,-0.01054534
MAML1,0.049758255
FXR2,0.016026414
ZNF808,0.06499818
TYK2,-0.102677755
DNAJB7,0.098035609
PIP4K2A,-0.142231434
RRP1,-0.061989823
TFAP4,-0.025569578
CXorf41,0.075362383
C10orf71,0.004514199
MTMR4,0.014546017
CTLA4,0.013489457
SNX9,-0.246280709
CIB3,0.035807939
NECAP1,0.074363794
TTC39A,0.12921717
